	X09_3S_N_C_1	X09_1S_H_C_1	X09_23S_N_C_1	X09_10S_H_C_1	X09_19S_N_C_1	X09_20S_H_C_1	X09_6S_N_C_1	X09_16S_H_C_1	X10_6N_N_N_1	X10_23N_N_N_1	X10_16N_H_N_1	X10_1N_H_N_1	X10_20N_H_N_1	X10_3N_N_N_1	X10_19N_N_N_1	X10_10N_H_N_1	X11_20N_H_N_1	X11_23N_N_N_1	X11_10N_H_N_1	X11_19N_N_N_1	X11_3N_N_N_1	X11_16N_H_N_1	X11_6N_N_N_1	X11_1N_H_N_1	X12_10N_H_N_1	X12_19N_N_N_1	X12_23N_N_N_1	X12_6N_N_N_1	X12_1N_H_N_1	X12_3N_N_N_1	X12_20N_H_N_1	X12_16N_H_N_1	X13_10N_H_N_1	X13_6N_N_N_1	X13_16N_H_N_1	X13_1N_H_N_1	X13_20N_H_N_1	X13_3N_N_N_1	X13_19N_N_N_1	X13_23N_N_N_1	X14_1N_H_N_1	X14_3N_N_N_1	X14_6N_N_N_1	X14_10N_H_N_1	X14_16N_H_N_1	X14_19N_N_N_1	X14_20N_H_N_1	X14_23N_N_N_1	X15_1N_H_N_1	X15_3N_N_N_1	X15_6N_N_N_1	X15_10N_H_N_1	X15_16N_H_N_1	X15_19N_N_N_1	X15_20N_H_N_1	X15_23N_N_N_1	X16_1N_H_N_1	X16_3N_N_N_1	X16_6N_N_N_1	X16_10N_H_N_1	X16_16N_H_N_1	X16_19N_N_N_1	X16_20N_H_N_1	X16_23N_N_N_1
X13_20N_H_N_1	0.488981933	0.595887206	0.355835323	0.581836897	0.610571378	0.535167593	0.57165679	0.552101088	0.524428255	0.620359068	0.477592102	0.453150776	0.488650425	0.540796608	0.642804844	0.491261584	0.350444794	0.521872997	0.33158221	0.535660661	0.408281951	0.533768194	0.455545899	0.422352302	0.573126061	0.57250295	0.561265845	0.543265447	0.450049033	0.474265424	0.407015463	0.513627023	0.565621583	0.438904463	0.499200564	0.525428109	0	0.522481618	0.394426957	0.344017292	0.34322868	0.46712738	0.564353398	0.478373201	0.419619805	0.462287608	0.402336528	0.378854863	0.49664842	0.567354725	0.606668952	0.528715187	0.394100396	0.558437919	0.489486929	0.503958403	0.460874873	0.591041265	0.523121671	0.499365124	0.543087893	0.551469572	0.503188117	0.36803961
X13_3N_N_N_1	0.400034873	0.299620143	0.520820507	0.416608243	0.491640093	0.4574445	0.402105458	0.373852219	0.382546375	0.382341118	0.505442844	0.465290781	0.355945854	0.417423164	0.520209529	0.398956516	0.549766116	0.51434523	0.462386522	0.557918339	0.460198919	0.561725716	0.461721759	0.460585932	0.464081691	0.405750795	0.590765684	0.500338508	0.374835384	0.464815777	0.444437363	0.527118811	0.47955676	0.356023016	0.443303733	0.439573895	0.522481618	0	0.451696141	0.456544612	0.475274002	0.502801299	0.477280885	0.556406168	0.388021941	0.492216578	0.512761326	0.445657485	0.433224361	0.451566202	0.438477898	0.364501599	0.469088649	0.473789793	0.496137636	0.44580638	0.352588327	0.42930085	0.419884948	0.354495886	0.417252786	0.421772334	0.347035459	0.444757399
X13_19N_N_N_1	0.467577393	0.516225378	0.399969367	0.48745744	0.497190117	0.426986124	0.430105724	0.401627361	0.521820971	0.55893561	0.378363877	0.336076798	0.433641401	0.496987405	0.529302233	0.456539192	0.286698993	0.527511373	0.322416421	0.570565552	0.395265188	0.45976652	0.463599426	0.400593811	0.497895185	0.48677909	0.604019772	0.518367945	0.432604921	0.391723429	0.346034313	0.560630136	0.489559923	0.322663563	0.487278747	0.483055929	0.394426957	0.451696141	0	0.339720464	0.332866989	0.264518231	0.48933576	0.425144824	0.435353379	0.454421453	0.452334161	0.448720012	0.457148896	0.501622029	0.497585455	0.424656255	0.393396516	0.434572828	0.425139604	0.436650037	0.370217088	0.537758882	0.437635488	0.396259355	0.431595959	0.50046463	0.435845052	0.392463977
X13_23N_N_N_1	0.373252127	0.530926484	0.401545165	0.457656112	0.499209606	0.445076228	0.47821162	0.46791407	0.444205546	0.539124467	0.460978997	0.458670441	0.367459666	0.451635163	0.543631399	0.342355475	0.340220674	0.487239243	0.412446722	0.482964897	0.411584286	0.363001301	0.345811171	0.284279747	0.496814353	0.477355716	0.527252836	0.471928534	0.36401999	0.484632412	0.279391942	0.441174007	0.402615152	0.423916423	0.403509018	0.422920576	0.344017292	0.456544612	0.339720464	0	0.334415386	0.450536075	0.456777372	0.430055505	0.281667532	0.329756962	0.293489664	0.261082358	0.354754184	0.465995462	0.511432925	0.405700011	0.227892906	0.401633397	0.359014275	0.382226591	0.321544916	0.44069443	0.402902616	0.38972716	0.418229619	0.460064541	0.353844657	0.390765514
X14_1N_H_N_1	0.434512148	0.561807457	0.399555784	0.499151315	0.563677473	0.569493034	0.503418684	0.489655218	0.494711564	0.593158425	0.412429837	0.442769796	0.463161282	0.492870199	0.603845584	0.511073363	0.314574479	0.602528065	0.436125798	0.602051404	0.431568364	0.562912835	0.42280886	0.484318169	0.607541628	0.550721673	0.616744662	0.57472181	0.395088582	0.471763977	0.417702992	0.544126102	0.477898291	0.352960356	0.475117232	0.448810566	0.34322868	0.475274002	0.332866989	0.334415386	0	0.397050234	0.540140843	0.294918215	0.36178479	0.490182704	0.445652589	0.333188452	0.432288829	0.495146688	0.547653371	0.432678649	0.393322628	0.49035093	0.429010779	0.431621307	0.34956193	0.471436882	0.444576771	0.431015749	0.497920574	0.494666733	0.383561998	0.284916227
X14_3N_N_N_1	0.489435209	0.543761529	0.398068151	0.494883399	0.503591215	0.461730381	0.467926173	0.439610985	0.57714576	0.557512525	0.390187233	0.387826953	0.488099458	0.525108902	0.478678869	0.4661029	0.402001534	0.515827168	0.386787375	0.57804135	0.438726491	0.531102025	0.487873483	0.433088479	0.482788523	0.471439314	0.602348338	0.52186276	0.453869083	0.373412715	0.460860569	0.541320894	0.520268289	0.37047099	0.54519357	0.482210418	0.46712738	0.502801299	0.264518231	0.450536075	0.397050234	0	0.528422684	0.487461941	0.467557444	0.533595333	0.533517587	0.503954791	0.459945122	0.499851116	0.494333025	0.460775859	0.45479726	0.429591596	0.488656709	0.417576135	0.404070827	0.544664409	0.495812226	0.404970712	0.469330481	0.523531169	0.482241272	0.40288293
X14_6N_N_N_1	0.45567239	0.462779671	0.539296942	0.454973833	0.475030539	0.439568066	0.505479631	0.416689279	0.467548739	0.486536694	0.467702487	0.556719329	0.49982414	0.467308066	0.521848713	0.438480525	0.540049012	0.564744064	0.514465149	0.445327274	0.50262336	0.503535182	0.510770565	0.451424442	0.450281592	0.459342833	0.595392319	0.399672643	0.441854659	0.540000454	0.436590179	0.467426295	0.463099793	0.515868482	0.377560878	0.464098466	0.564353398	0.477280885	0.48933576	0.456777372	0.540140843	0.528422684	0	0.606854927	0.449602952	0.372015232	0.499497144	0.474586277	0.444016307	0.442606515	0.483603973	0.486267857	0.491555182	0.514568721	0.493311448	0.421074804	0.474620704	0.497953235	0.358267608	0.45652294	0.430751008	0.474936813	0.437930558	0.517571301
X14_10N_H_N_1	0.514406787	0.61886035	0.484440617	0.518105088	0.62765558	0.636251996	0.567543229	0.561760007	0.533051721	0.646480129	0.47808128	0.525838152	0.539069853	0.558892416	0.666498036	0.580727759	0.427586107	0.671044908	0.525127453	0.629901604	0.488103513	0.630481177	0.522909022	0.553577194	0.636566567	0.622472814	0.654479356	0.653191876	0.506849895	0.511720568	0.507363541	0.625447741	0.525328377	0.42391266	0.535074265	0.509303187	0.478373201	0.556406168	0.425144824	0.430055505	0.294918215	0.487461941	0.606854927	0	0.440515593	0.51764194	0.509048409	0.421807702	0.513350891	0.560353363	0.602488718	0.498721959	0.489769331	0.529581346	0.521777758	0.495640411	0.425209322	0.508775557	0.486313271	0.504193261	0.562901166	0.561524329	0.458172623	0.374319461
X14_16N_H_N_1	0.335368618	0.466819875	0.443610608	0.41069565	0.429653919	0.438339541	0.392882851	0.357718738	0.374225319	0.475865727	0.412499552	0.473960384	0.305259926	0.401836219	0.484263803	0.358565013	0.447109546	0.465530499	0.408664825	0.473572994	0.454512055	0.471733857	0.269255954	0.376942531	0.494014352	0.417599071	0.562816605	0.489726407	0.330609623	0.460351955	0.38127306	0.424471491	0.399306221	0.318664302	0.390546475	0.393053735	0.419619805	0.388021941	0.435353379	0.281667532	0.36178479	0.467557444	0.449602952	0.440515593	0	0.387961148	0.375135603	0.26265767	0.290030755	0.36672606	0.457623291	0.348836428	0.363193879	0.409821324	0.304844849	0.324802832	0.290479315	0.375519473	0.333363949	0.316578448	0.380043854	0.392952247	0.301294053	0.276674019
X14_19N_N_N_1	0.461905635	0.513165489	0.525999061	0.37863363	0.459497308	0.400973063	0.466112611	0.409041775	0.461009777	0.523372418	0.466533223	0.567389292	0.436022465	0.427145789	0.524155864	0.436388232	0.493203636	0.552102368	0.48115625	0.364438828	0.504620787	0.440840873	0.444810579	0.336166744	0.376818971	0.400139717	0.539504207	0.413380836	0.440842684	0.507769645	0.344394805	0.413659428	0.447055778	0.496524443	0.354674117	0.459982017	0.462287608	0.492216578	0.454421453	0.329756962	0.490182704	0.533595333	0.372015232	0.51764194	0.387961148	0	0.380048059	0.383638799	0.429831204	0.494877193	0.475609379	0.438335234	0.424909308	0.524040076	0.427861567	0.401732999	0.425673523	0.476395144	0.393640289	0.458797014	0.414025189	0.430937601	0.470463185	0.490911299
X14_20N_H_N_1	0.450260007	0.574825167	0.475500224	0.423125303	0.569826163	0.426347309	0.515524309	0.4912231	0.479815151	0.575360775	0.505413995	0.515713988	0.471924737	0.487076156	0.593996008	0.46647535	0.452176864	0.512119945	0.493973999	0.44121516	0.498944073	0.479388084	0.445021029	0.414336291	0.564231595	0.500101526	0.566653387	0.491515169	0.390826386	0.536042448	0.368467069	0.420423827	0.445701007	0.503052584	0.462468354	0.464364812	0.402336528	0.512761326	0.452334161	0.293489664	0.445652589	0.533517587	0.499497144	0.509048409	0.375135603	0.380048059	0	0.333383881	0.472555758	0.486329418	0.540530953	0.427111483	0.381559499	0.451898404	0.404739545	0.431153549	0.419242178	0.513733851	0.41826411	0.455327206	0.508795464	0.467671767	0.41377129	0.433261101
X14_23N_N_N_1	0.364151399	0.515549019	0.451526203	0.439695212	0.488742956	0.496675999	0.447275088	0.421044918	0.417443205	0.542446827	0.447468648	0.503513325	0.389513306	0.438016071	0.565635748	0.435827212	0.433605705	0.443223624	0.446563395	0.437065882	0.46712856	0.399484808	0.231837526	0.371991696	0.534122582	0.50701567	0.483798193	0.522984905	0.373371541	0.525657746	0.368778428	0.390622447	0.434472914	0.416855843	0.369805346	0.39610264	0.378854863	0.445657485	0.448720012	0.261082358	0.333188452	0.503954791	0.474586277	0.421807702	0.26265767	0.383638799	0.333383881	0	0.386686464	0.429302469	0.515898672	0.385474817	0.33752742	0.447334052	0.359315628	0.318425432	0.309967146	0.449553484	0.373435301	0.367206442	0.416599611	0.419082487	0.358730864	0.330156034
X15_1N_H_N_1	0.374189657	0.46466091	0.447738307	0.43577983	0.458844232	0.412836607	0.466386686	0.413286973	0.368386886	0.47407576	0.439543287	0.458206649	0.311070932	0.35634663	0.466303123	0.379637609	0.476676269	0.529048975	0.499458255	0.514201901	0.41787491	0.510420905	0.369406001	0.388662229	0.486494585	0.413000421	0.490182919	0.492902618	0.312900167	0.426325407	0.429293994	0.443065072	0.460183601	0.419430552	0.365067377	0.400138692	0.49664842	0.433224361	0.457148896	0.354754184	0.432288829	0.459945122	0.444016307	0.513350891	0.290030755	0.429831204	0.472555758	0.386686464	0	0.369319525	0.415147815	0.433765347	0.407419449	0.441204765	0.366814936	0.374054328	0.336015516	0.420317971	0.419611401	0.368461562	0.37878808	0.4469971	0.406966307	0.401765494
X15_3N_N_N_1	0.35298437	0.44459491	0.495085783	0.484000405	0.449375286	0.37211089	0.437042314	0.397284582	0.434293321	0.501025881	0.412778753	0.429803504	0.400585623	0.321546537	0.467923127	0.409423667	0.51848626	0.517424157	0.518122222	0.476779997	0.39430454	0.571730191	0.381175338	0.481616033	0.560798605	0.460214918	0.535865841	0.503158901	0.376053694	0.480229142	0.486372043	0.45508676	0.469780678	0.454039006	0.431943611	0.398427796	0.567354725	0.451566202	0.501622029	0.465995462	0.495146688	0.499851116	0.442606515	0.560353363	0.36672606	0.494877193	0.486329418	0.429302469	0.369319525	0	0.413612466	0.407357551	0.465407725	0.497206897	0.46467958	0.40934908	0.403610982	0.414766745	0.390501918	0.36511402	0.456207277	0.412841764	0.418508349	0.425911188
X15_6N_N_N_1	0.451766934	0.420949413	0.526182444	0.439396234	0.456717984	0.451546842	0.460625167	0.410344523	0.45914136	0.481237673	0.483913203	0.459344149	0.404139033	0.354519804	0.506325906	0.434555928	0.585263452	0.542111786	0.532979242	0.540960103	0.490915287	0.524273272	0.516831735	0.439162144	0.499781401	0.445592171	0.575988137	0.483739287	0.436920394	0.465123283	0.509236174	0.54377682	0.510623345	0.439386951	0.448185748	0.43527003	0.606668952	0.438477898	0.497585455	0.511432925	0.547653371	0.494333025	0.483603973	0.602488718	0.457623291	0.475609379	0.540530953	0.515898672	0.415147815	0.413612466	0	0.389143613	0.508934165	0.494872407	0.520129403	0.455705038	0.385043799	0.439531218	0.477448629	0.374916277	0.447806579	0.488106492	0.470043532	0.490061894
X15_10N_H_N_1	0.374965156	0.378748861	0.457049693	0.349961378	0.419045259	0.405338549	0.337706981	0.362048028	0.429190987	0.480579933	0.430058501	0.426314767	0.373878649	0.373739671	0.507360046	0.432167301	0.467029797	0.44398266	0.433383418	0.517069628	0.447123856	0.488710478	0.430404843	0.419089967	0.490941483	0.424155092	0.594318917	0.506675503	0.390510209	0.443503943	0.386719248	0.485938534	0.388842421	0.293183619	0.417062782	0.386808997	0.528715187	0.364501599	0.424656255	0.405700011	0.432678649	0.460775859	0.486267857	0.498721959	0.348836428	0.438335234	0.427111483	0.385474817	0.433765347	0.407357551	0.389143613	0	0.438646477	0.412170439	0.466009136	0.361241512	0.274611094	0.403795983	0.377229349	0.280760341	0.388490146	0.404692574	0.357059327	0.385633844
X15_16N_H_N_1	0.369768478	0.531203896	0.392715174	0.501059977	0.521033262	0.469676424	0.424920586	0.455156813	0.488384241	0.55643173	0.481378565	0.478596704	0.451078156	0.442687143	0.566585896	0.397415038	0.387871619	0.446042662	0.462300476	0.525313223	0.442420217	0.40712372	0.394772508	0.344263101	0.531149892	0.526833928	0.516610455	0.498564776	0.375757634	0.505808659	0.309532543	0.489886407	0.458130251	0.450110013	0.412151849	0.419438685	0.394100396	0.469088649	0.393396516	0.227892906	0.393322628	0.45479726	0.491555182	0.489769331	0.363193879	0.424909308	0.381559499	0.33752742	0.407419449	0.465407725	0.508934165	0.438646477	0	0.449668022	0.419614051	0.381147139	0.372119471	0.504164235	0.453475054	0.389027838	0.496003214	0.484110747	0.433475952	0.417706301
X15_19N_N_N_1	0.435070606	0.509391033	0.485699651	0.464048303	0.481057391	0.455809831	0.465653133	0.432583707	0.473316619	0.512806845	0.505105716	0.440504876	0.421266301	0.490978668	0.560320875	0.430716103	0.481501094	0.494799702	0.501360667	0.611036743	0.535856247	0.473337897	0.479795682	0.403403881	0.542970713	0.487081232	0.634108094	0.546979703	0.416176596	0.486996665	0.422679848	0.523824824	0.460783583	0.430111957	0.50055834	0.483470366	0.558437919	0.473789793	0.434572828	0.401633397	0.49035093	0.429591596	0.514568721	0.529581346	0.409821324	0.524040076	0.451898404	0.447334052	0.441204765	0.497206897	0.494872407	0.412170439	0.449668022	0	0.429924095	0.432072531	0.370209954	0.502466322	0.467090554	0.381943547	0.457448188	0.488000725	0.445920726	0.49649159
X15_20N_H_N_1	0.433440714	0.558283061	0.50432456	0.502189543	0.478637596	0.463034688	0.478082449	0.436480139	0.417639302	0.532431106	0.445829583	0.564225261	0.428640117	0.49650094	0.499749221	0.46461094	0.482786202	0.560583822	0.55800553	0.541749523	0.565710805	0.49093822	0.317042616	0.391869907	0.517723884	0.454874517	0.589034869	0.508122487	0.388274279	0.520845467	0.398789657	0.484494429	0.490967821	0.487665141	0.435309491	0.459321486	0.489486929	0.496137636	0.425139604	0.359014275	0.429010779	0.488656709	0.493311448	0.521777758	0.304844849	0.427861567	0.404739545	0.359315628	0.366814936	0.46467958	0.520129403	0.466009136	0.419614051	0.429924095	0	0.326848358	0.394422699	0.473927725	0.419887151	0.440346535	0.422197901	0.464923352	0.442498521	0.453054157
X15_23N_N_N_1	0.357398449	0.462553863	0.442816914	0.419765194	0.378813595	0.421590746	0.387824238	0.343337581	0.450939119	0.500668676	0.385824056	0.485040047	0.40268092	0.415382059	0.487233977	0.407606716	0.418940281	0.503778264	0.486732828	0.463909866	0.471155356	0.49188553	0.368069308	0.418075045	0.477925444	0.44314312	0.536689866	0.441766411	0.316958677	0.498017481	0.343319559	0.448816019	0.373434408	0.4147075	0.33089439	0.362284276	0.503958403	0.44580638	0.436650037	0.382226591	0.431621307	0.417576135	0.421074804	0.495640411	0.324802832	0.401732999	0.431153549	0.318425432	0.374054328	0.40934908	0.455705038	0.361241512	0.381147139	0.432072531	0.326848358	0	0.351133308	0.417622335	0.357455851	0.357610249	0.39846822	0.386209296	0.391053779	0.35220518
X16_1N_H_N_1	0.36140153	0.42264771	0.415406105	0.331998097	0.416159962	0.420109189	0.342424551	0.341894204	0.356499311	0.452768831	0.427919481	0.377268813	0.32404339	0.406384762	0.485563555	0.407043762	0.444228209	0.452962051	0.392387907	0.492515696	0.437790088	0.46400736	0.389269525	0.39039594	0.452998386	0.412283056	0.545537305	0.509516348	0.338975268	0.376215301	0.395374683	0.470747762	0.378933619	0.297134889	0.426276099	0.356904586	0.460874873	0.352588327	0.370217088	0.321544916	0.34956193	0.404070827	0.474620704	0.425209322	0.290479315	0.425673523	0.419242178	0.309967146	0.336015516	0.403610982	0.385043799	0.274611094	0.372119471	0.370209954	0.394422699	0.351133308	0	0.370130718	0.309779551	0.243992493	0.334236314	0.428981076	0.336260211	0.324479016
X16_3N_N_N_1	0.400838312	0.428546934	0.537091841	0.454100635	0.469187306	0.479416365	0.459508687	0.444107715	0.332527143	0.4645317	0.485912136	0.461316151	0.388498151	0.40916006	0.545783687	0.389887795	0.511776818	0.598142561	0.577479935	0.529030724	0.4899352	0.573723049	0.486128676	0.521084381	0.543676339	0.464515895	0.589395888	0.546408302	0.418648235	0.531246472	0.484639768	0.527811504	0.416204722	0.472819998	0.466396497	0.450696292	0.591041265	0.42930085	0.537758882	0.44069443	0.471436882	0.544664409	0.497953235	0.508775557	0.375519473	0.476395144	0.513733851	0.449553484	0.420317971	0.414766745	0.439531218	0.403795983	0.504164235	0.502466322	0.473927725	0.417622335	0.370130718	0	0.405758981	0.42850294	0.453041936	0.468669982	0.344541246	0.429308473
X16_6N_N_N_1	0.369910888	0.447296937	0.495807796	0.434717397	0.461802405	0.410747115	0.38562374	0.334355159	0.336736788	0.461263485	0.37312346	0.490289868	0.414699681	0.373400748	0.46221288	0.423248588	0.494516137	0.539577779	0.505194237	0.436768658	0.442635713	0.557608244	0.454787472	0.504683851	0.449233695	0.456465965	0.561555732	0.486259949	0.349759257	0.465501167	0.38740097	0.495969898	0.35134487	0.415929792	0.394678492	0.411308311	0.523121671	0.419884948	0.437635488	0.402902616	0.444576771	0.495812226	0.358267608	0.486313271	0.333363949	0.393640289	0.41826411	0.373435301	0.419611401	0.390501918	0.477448629	0.377229349	0.453475054	0.467090554	0.419887151	0.357455851	0.309779551	0.405758981	0	0.372546527	0.35982446	0.366238118	0.341013916	0.375646717
X16_10N_H_N_1	0.304860895	0.399116641	0.425447595	0.397199778	0.37600732	0.43295797	0.343539314	0.31323582	0.440655074	0.450523534	0.405382756	0.372901401	0.369607639	0.387050045	0.458015354	0.330781345	0.48702782	0.432329341	0.397711913	0.525434212	0.447660417	0.469278788	0.380333393	0.394745335	0.430327274	0.36975995	0.533327068	0.528919161	0.340991996	0.396202978	0.416301184	0.473261363	0.432935529	0.297133742	0.414485248	0.361851911	0.499365124	0.354495886	0.396259355	0.38972716	0.431015749	0.404970712	0.45652294	0.504193261	0.316578448	0.458797014	0.455327206	0.367206442	0.368461562	0.36511402	0.374916277	0.280760341	0.389027838	0.381943547	0.440346535	0.357610249	0.243992493	0.42850294	0.372546527	0	0.405173972	0.451907805	0.366653026	0.370961663
X16_16N_H_N_1	0.388433399	0.446460118	0.505976924	0.407006542	0.432960415	0.367921212	0.409570407	0.354212642	0.422411689	0.386017273	0.436909713	0.480372271	0.350710886	0.393538791	0.466139066	0.448241289	0.550456011	0.553503776	0.492267686	0.493819867	0.482031813	0.478518255	0.461851366	0.429708491	0.431848309	0.401420098	0.607425956	0.516041145	0.381782542	0.465625496	0.417552388	0.519156292	0.407829798	0.412208253	0.419666777	0.470957504	0.543087893	0.417252786	0.431595959	0.418229619	0.497920574	0.469330481	0.430751008	0.562901166	0.380043854	0.414025189	0.508795464	0.416599611	0.37878808	0.456207277	0.447806579	0.388490146	0.496003214	0.457448188	0.422197901	0.39846822	0.334236314	0.453041936	0.35982446	0.405173972	0	0.441636211	0.415165203	0.444377439
X16_19N_N_N_1	0.423576218	0.51418549	0.510461638	0.419085011	0.492269304	0.393288978	0.390952838	0.400414544	0.443569138	0.481163563	0.421035974	0.51073683	0.428051444	0.387276388	0.537480194	0.481606848	0.539299714	0.536739058	0.546839577	0.477853904	0.4828454	0.596233351	0.473164513	0.522016951	0.510892783	0.483769151	0.583544196	0.519122077	0.448834745	0.535638588	0.411522267	0.513676497	0.477315906	0.455816342	0.445807977	0.446242183	0.551469572	0.421772334	0.50046463	0.460064541	0.494666733	0.523531169	0.474936813	0.561524329	0.392952247	0.430937601	0.467671767	0.419082487	0.4469971	0.412841764	0.488106492	0.404692574	0.484110747	0.488000725	0.464923352	0.386209296	0.428981076	0.468669982	0.366238118	0.451907805	0.441636211	0	0.423551606	0.421801704
X16_20N_H_N_1	0.376845083	0.412866239	0.478397234	0.44966244	0.489952143	0.489131139	0.429151646	0.412280423	0.337222945	0.435791433	0.418442513	0.465370291	0.407396089	0.414780673	0.532000271	0.389762575	0.455384969	0.546626928	0.477169281	0.533871728	0.451769168	0.539126117	0.428379021	0.477695424	0.55538449	0.415531574	0.569673407	0.507612074	0.34097006	0.469124684	0.395518513	0.502370445	0.409168177	0.39815143	0.443322801	0.403796795	0.503188117	0.347035459	0.435845052	0.353844657	0.383561998	0.482241272	0.437930558	0.458172623	0.301294053	0.470463185	0.41377129	0.358730864	0.406966307	0.418508349	0.470043532	0.357059327	0.433475952	0.445920726	0.442498521	0.391053779	0.336260211	0.344541246	0.341013916	0.366653026	0.415165203	0.423551606	0	0.331459083
X16_23N_N_N_1	0.373913761	0.491087987	0.327030131	0.466215578	0.500631832	0.504354881	0.410146172	0.417696323	0.426610767	0.519944022	0.310116929	0.370924909	0.377652405	0.405732452	0.543180769	0.42496608	0.399911489	0.528612022	0.372410683	0.543278131	0.318789746	0.578057298	0.401931638	0.47581368	0.576995615	0.515845731	0.593114405	0.548089554	0.378451867	0.397508072	0.430735668	0.495907425	0.443687303	0.262246862	0.439168477	0.387993977	0.36803961	0.444757399	0.392463977	0.390765514	0.284916227	0.40288293	0.517571301	0.374319461	0.276674019	0.490911299	0.433261101	0.330156034	0.401765494	0.425911188	0.490061894	0.385633844	0.417706301	0.49649159	0.453054157	0.35220518	0.324479016	0.429308473	0.375646717	0.370961663	0.444377439	0.421801704	0.331459083	0
