ID	X09_3S_N_C_1	X09_1S_H_C_1	X09_23S_N_C_1	X09_10S_H_C_1	X09_19S_N_C_1	X09_20S_H_C_1	X09_6S_N_C_1	X09_16S_H_C_1	X10_6N_N_N_1	X10_23N_N_N_1	X10_16N_H_N_1	X10_1N_H_N_1	X10_20N_H_N_1	X10_3N_N_N_1	X10_19N_N_N_1	X10_10N_H_N_1	X11_20N_H_N_1	X11_23N_N_N_1	X11_10N_H_N_1	X11_19N_N_N_1	X11_3N_N_N_1	X11_16N_H_N_1	X11_6N_N_N_1	X11_1N_H_N_1	X12_10N_H_N_1	X12_19N_N_N_1	X12_23N_N_N_1	X12_6N_N_N_1	X12_1N_H_N_1	X12_3N_N_N_1	X12_20N_H_N_1	X12_16N_H_N_1	X13_10N_H_N_1	X13_6N_N_N_1	X13_16N_H_N_1	X13_1N_H_N_1	X13_20N_H_N_1	X13_3N_N_N_1	X13_19N_N_N_1	X13_23N_N_N_1	X14_1N_H_N_1	X14_3N_N_N_1	X14_6N_N_N_1	X14_10N_H_N_1	X14_16N_H_N_1	X14_19N_N_N_1	X14_20N_H_N_1	X14_23N_N_N_1	X15_1N_H_N_1	X15_3N_N_N_1	X15_6N_N_N_1	X15_10N_H_N_1	X15_16N_H_N_1	X15_19N_N_N_1	X15_20N_H_N_1	X15_23N_N_N_1	X16_1N_H_N_1	X16_3N_N_N_1	X16_6N_N_N_1	X16_10N_H_N_1	X16_16N_H_N_1	X16_19N_N_N_1	X16_20N_H_N_1	X16_23N_N_N_1
OTU4373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU5265	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU7498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1	4134	4079	4762	4158	4695	4788	4385	4714	1858	723	2831	3235	2852	3476	2438	5617	1098	3161	4355	1957	4209	2145	3910	2094	3035	3252	705	1317	3961	3739	4683	406	2825	3468	4199	1444	139	4057	1913	1058	333	3129	4248	3003	2119	2776	89	4041	2915	4336	3507	4157	2095	2548	219	2729	3105	4585	2172	3726	1687	5599	2094	1989
OTU10	108	120	54	105	71	69	59	62	319	60	92	78	95	60	58	74	166	145	93	106	89	89	151	99	107	109	134	184	324	86	48	110	261	338	88	275	213	271	150	386	171	193	235	140	159	148	115	127	125	253	130	148	305	69	182	126	121	136	384	170	165	61	77	115
OTU10223	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	2	4	0	2	1	0	0	0	3	0	0	0	0	5	0	0	1	0	1	0	0	1	0	0	1	0	2	1	5	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2
OTU10541	12	7	13	10	5	3	12	18	8	0	5	18	8	2	3	8	6	17	14	39	8	14	16	28	9	6	13	1	4	9	1	3	6	14	5	19	2	16	11	1	25	15	7	4	1	15	12	2	6	9	3	12	9	0	0	11	6	7	1	10	0	0	0	9
OTU10542	7	3	0	0	1	1	1	1	4	0	2	10	4	1	8	2	5	2	3	14	4	2	17	19	14	8	4	7	7	8	2	2	7	4	1	18	1	11	11	3	8	9	3	4	3	10	2	7	8	9	3	1	15	1	4	1	4	5	5	13	0	1	3	7
OTU10654	3	5	1	0	4	1	2	5	10	12	5	16	13	3	17	2	11	8	9	35	6	4	10	10	7	5	7	6	9	3	9	13	5	14	2	28	11	6	14	9	53	12	7	3	3	14	21	9	12	2	3	7	21	0	4	9	5	3	3	8	2	1	13	12
OTU10875	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU11	32	9	24	22	9	37	15	24	79	198	34	214	53	25	15	11	25	3	8	12	18	5	23	29	25	52	226	55	42	13	8	142	28	2	48	113	330	51	39	10	125	50	10	40	173	7	220	89	114	2	44	10	51	47	377	110	191	15	72	28	557	9	109	157
OTU11231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU11277	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU122	0	5	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	0	1	62	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	10	1	0	0	0	0	0	2	0	0	0	0	0	1
OTU1363	0	1	0	2	0	0	0	1	12	15	0	0	0	1	0	1	0	2	0	2	2	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	3	15	2	1	0	0	18	1	2	13	0	4	0	0	1	0	0	12	0	2	0	1	40
OTU15	3	1	0	586	2	0	2	2	9	7	3	0	5	10	9	0	0	0	0	0	0	0	1	0	0	3	0	0	2	0	0	0	0	1	5	1	0	64	0	0	2	0	0	3	2	0	0	5	19	12	1	3	0	0	14	163	1	35	19	1	28	11	55	16
OTU1884	27	6	9	3	1	9	15	24	39	33	44	27	31	19	9	3	37	3	4	18	10	7	9	4	3	28	60	27	22	11	4	91	26	1	11	11	122	17	40	16	56	26	7	11	67	2	109	40	30	9	13	12	66	3	141	66	20	9	21	9	131	4	51	95
OTU2	630	579	580	292	615	910	1006	673	1208	3218	1167	879	879	1073	1686	596	498	894	497	901	751	343	602	353	286	1307	332	337	478	803	1557	187	363	1672	679	548	94	394	575	1411	634	830	624	1118	655	933	464	1328	999	457	1612	467	808	3456	1567	1245	892	999	2049	442	600	813	2345	1521
OTU2101	1	2	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	3	1	1	3	1	0	5	1	0	0	0	1	0	0	3	30	0	0	0	1	2	1	0	0	1	4	0	1	1	0	0	1	3	1	0	0	0	0	0	0	1	1	0	2	1	0
OTU262	96	45	43	6	63	80	50	27	263	71	82	84	49	88	113	28	88	34	58	121	83	35	114	40	95	208	48	96	46	92	81	88	67	35	134	119	111	36	191	172	162	130	105	167	94	63	262	78	57	22	84	96	425	105	270	114	67	58	180	74	156	101	213	112
OTU2734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU2834	2	9	0	0	0	0	2	8	14	0	6	18	2	5	0	1	2	10	1	14	2	32	19	51	4	4	4	6	60	1	1	0	10	4	0	43	7	34	2	8	2	6	28	1	0	0	2	0	3	7	3	8	1	1	3	2	1	4	2	4	0	0	1	1
OTU291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU3	382	290	217	131	204	294	229	172	768	290	324	258	478	291	304	232	650	360	418	892	323	676	365	672	792	766	1485	449	558	488	109	1469	1004	114	304	899	1511	228	915	1935	1024	960	448	996	615	1080	1711	562	415	436	444	308	1284	31	972	915	685	386	390	490	1145	250	432	700
OTU3067	21	17	160	107	37	23	32	35	2	72	34	6	27	35	10	9	17	134	34	41	39	107	10	11	15	19	32	5	7	10	8	5	51	36	12	7	5	11	4	22	1	11	4	14	8	23	1	14	0	11	3	17	15	0	0	14	2	4	1	36	2	10	2	6
OTU31	5	6	8	8	8	5	1	13	5	3	3	20	18	17	1	2	8	4	22	9	17	21	6	44	40	5	6	81	40	4	2	15	14	140	11	36	4	49	15	17	11	24	43	35	2	8	0	4	17	65	31	41	9	0	0	4	5	18	5	26	3	5	7	1
OTU33	4	6	1	5	3	10	7	6	1	1	3	9	9	2	1	8	4	2	10	11	21	5	6	5	26	7	4	0	11	12	20	1	24	102	28	12	3	8	6	12	2	17	34	17	2	11	1	5	2	36	52	20	9	6	2	0	8	11	4	42	5	10	5	1
OTU363	25	19	4	18	10	11	14	9	38	15	20	28	16	16	23	12	152	6	34	44	12	42	20	50	53	30	25	19	43	19	17	85	45	25	32	34	111	29	75	22	66	19	54	20	22	13	141	14	41	18	18	50	44	11	67	32	23	23	33	32	15	12	15	35
OTU3778	4	0	0	0	0	0	0	0	0	0	3	7	2	10	2	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	5	0	0	2	0	0	1	1	3	7	3	0	0	0	0	0	4	1	11	0	2	0	0	0	2	3	9	0	0	0	0	1
OTU396	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	2	1	0	1	2	2	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	0	0	7	0	0	0
OTU4	648	481	230	128	293	278	291	272	1248	367	660	688	347	496	599	223	451	150	337	387	553	306	451	458	826	556	412	811	621	740	561	2031	842	542	862	1293	2318	495	1085	999	1650	1026	676	1153	1641	426	1427	379	960	422	479	884	1533	799	1175	715	695	390	733	619	564	332	1245	768
OTU436	23	13	8	0	9	8	13	22	22	25	31	30	12	21	11	16	10	1	16	18	14	3	12	7	13	30	11	5	9	20	40	32	17	7	15	14	34	10	31	16	37	26	28	31	45	7	47	45	36	8	25	28	27	21	44	42	22	23	41	17	49	21	46	62
OTU47	2	0	2	6	1	6	2	5	18	14	7	4	4	1	3	3	5	0	0	2	4	0	2	1	8	11	12	4	6	1	3	8	5	0	8	14	14	3	2	5	20	21	0	6	12	7	17	5	6	1	10	0	2	5	24	4	8	5	16	3	32	3	10	10
OTU5	803	1151	1011	1424	937	711	892	863	575	1364	1293	1232	1918	1116	1608	479	3566	1966	1115	2050	749	2575	1332	2904	1593	555	3154	3315	623	894	319	1641	670	487	439	1971	1946	1195	1852	759	2519	470	339	356	818	1553	2082	377	752	732	366	659	473	15	575	360	1112	201	168	1224	210	99	285	471
OTU55	2	4	0	0	1	4	0	2	32	50	3	8	1	14	6	2	1	0	1	0	6	0	1	3	0	7	0	1	0	0	6	0	28	1	11	0	0	1	2	1	1	7	5	5	3	1	0	2	17	1	7	1	0	2	1	9	1	9	19	1	9	0	8	9
OTU5652	162	87	32	88	33	76	46	61	154	39	156	93	96	68	85	48	375	89	94	209	102	195	164	286	67	58	259	225	154	50	31	83	108	13	61	115	119	68	42	175	83	73	89	27	139	52	6	90	160	67	72	99	42	6	53	67	80	27	201	60	54	6	24	55
OTU6336	3	5	30	13	6	3	3	14	0	0	4	1	4	5	0	3	0	11	13	5	10	2	1	1	6	0	2	0	0	6	2	0	2	126	3	2	0	3	1	1	0	1	0	2	2	2	0	2	0	2	3	8	2	0	0	2	0	2	0	6	2	1	4	0
OTU67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU6949	300	195	127	30	145	150	244	233	674	673	343	459	297	332	278	140	249	53	155	104	254	70	141	104	274	317	245	275	210	267	135	954	523	33	447	321	543	146	532	410	680	392	353	483	669	216	772	404	790	149	519	285	402	513	1454	693	588	462	797	296	735	238	526	1299
OTU7171	1	2	0	1	6	1	1	5	0	0	5	1	7	1	2	1	3	2	3	11	1	11	0	3	1	7	1	0	0	3	1	0	6	25	8	2	0	0	2	12	0	2	5	5	2	23	1	2	1	12	2	5	0	2	0	1	3	1	3	6	2	16	2	0
OTU7274	17	26	89	80	39	10	44	59	1	1	15	7	30	23	7	14	15	85	56	71	29	40	24	23	30	3	14	6	6	32	4	1	19	55	12	9	0	12	12	7	5	7	5	9	6	20	2	14	3	14	4	15	8	4	0	10	2	3	1	29	0	3	6	6
OTU73	2	0	6	10	13	0	4	2	1	0	5	0	3	1	0	3	12	2	0	0	5	3	1	1	1	2	0	0	0	1	8	0	2	22	2	1	0	8	4	3	3	6	0	2	21	3	0	30	5	2	1	9	1	1	1	4	5	1	0	15	1	4	0	3
OTU7966	95	185	63	68	143	57	110	80	157	157	76	121	100	83	106	111	78	44	36	56	68	56	22	39	61	68	96	146	108	31	32	51	275	115	126	79	46	142	97	142	83	66	157	51	85	53	82	82	122	307	89	71	61	78	529	248	122	214	329	138	1427	61	81	194
OTU7967	0	0	3	2	1	0	3	1	0	1	1	0	0	0	1	0	0	1	1	3	0	1	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	2	0	1
OTU825	2	17	2	2	1	0	1	2	0	0	1	1	3	1	0	5	0	4	6	8	7	4	4	1	9	1	1	1	7	8	0	2	2	98	11	2	0	3	1	8	2	7	3	7	2	7	2	1	2	11	1	8	0	2	1	1	1	2	3	8	1	3	3	1
OTU8485	0	1	0	0	0	1	0	1	0	0	0	3	2	1	1	0	0	0	1	2	1	2	0	5	2	0	0	0	7	0	0	1	4	8	0	5	0	5	1	0	1	1	2	2	2	0	0	0	0	4	1	2	3	0	0	0	0	1	1	2	0	0	1	0
OTU9	244	334	352	513	365	171	291	364	139	293	391	173	411	391	228	120	265	640	410	652	334	1031	386	442	367	146	508	421	189	274	76	189	358	132	174	366	105	210	130	196	5	264	136	99	213	299	12	52	27	280	63	251	112	3	25	98	26	81	33	265	25	71	38	59
OTU9020	0	0	0	2	0	1	4	4	0	2	4	0	2	1	1	0	0	3	4	4	1	0	2	1	0	0	0	0	0	0	0	0	3	3	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	1
OTU9259	2	2	0	0	6	0	2	2	0	1	5	0	0	3	0	2	6	0	4	5	3	1	2	0	3	4	1	0	3	0	12	1	3	8	3	1	0	5	3	5	2	2	10	7	6	7	0	4	2	6	3	3	3	3	0	1	3	4	12	2	4	12	6	5
OTU9403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9436	1	1	1	0	0	3	0	0	5	0	0	1	1	0	1	0	5	0	1	1	0	3	2	4	0	0	12	1	6	0	0	12	0	0	0	9	3	1	1	1	8	1	0	1	2	0	8	4	4	4	0	0	2	0	5	2	1	1	1	0	5	0	1	4
OTU9474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU9502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU9535	2	10	3	3	4	3	4	5	9	11	9	3	4	1	3	8	0	7	7	9	11	3	4	2	7	4	7	0	22	2	6	2	11	21	5	3	4	9	8	4	4	5	8	0	12	4	2	9	0	5	3	14	3	1	12	16	1	10	18	6	60	2	3	12
OTU96	4	1	0	0	2	1	0	0	17	11	2	5	4	7	5	3	0	1	1	0	1	1	0	1	0	5	0	0	0	2	3	0	8	0	1	0	1	0	0	6	2	8	3	3	11	0	1	2	5	0	5	1	3	6	3	4	3	2	5	0	2	5	2	6
OTU971	0	0	0	0	0	0	1	0	2	1	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1
OTU9993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU4078	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU4477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1047	0	7	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU10471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1097	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1
OTU1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0
OTU11386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU11479	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU119	0	0	0	0	2	7	0	0	4	14	1	0	13	1	3	1	3	1	0	0	0	0	0	1	0	0	0	0	1	1	7	1	5	2	5	0	0	0	0	1	0	0	1	0	165	4	28	0	1	0	2	0	0	1	1	0	0	0	3	0	0	5	17	3
OTU1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU126	0	0	0	0	0	2	0	1	1	0	0	3	2	0	0	0	0	0	1	0	1	0	2	0	3	0	4	3	0	0	0	10	0	0	0	3	1	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
OTU1313	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1350	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1381	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU1463	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1518	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1528	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
OTU1699	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU1715	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU1899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
OTU1977	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
OTU1996	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU203	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU209	0	2	0	1	0	1	2	0	0	0	0	1	2	4	4	1	0	0	1	0	3	0	1	0	0	0	0	0	3	0	0	0	2	1	1	3	0	0	4	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	1	1	0	0	2
OTU2133	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2151	3	0	0	0	0	3	0	1	0	2	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
OTU2172	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU2243	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU232	0	1	0	1	0	0	4	1	0	4	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	6	0	0	0	0
