ID	Domain	Phylum	Class	Order	Family	Genus
OTU7283	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU729	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7302	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7309	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7468	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU752	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7529	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU754	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU765	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7689	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU770	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU775	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7762	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7789	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU7875	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU793	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8004	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8143	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8147	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8255	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8313	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8326	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8331	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8332	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8343	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8356	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8452	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8460	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8518	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8543	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU864	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8660	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8664	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8691	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8715	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8769	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU8771	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU891	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU897	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU898	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU90	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9082	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9176	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU921	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9313	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9609	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9822	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU9828	Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea	unclassified_Archaea
OTU10069	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10195	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10398	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10425	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10504	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10550	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10767	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU10834	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU11250	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU11253	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU11319	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU11410	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1292	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1347	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1371	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1450	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1563	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU2039	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU2213	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU2434	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU2657	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU3043	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU3602	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU3819	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU3944	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU413	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU4334	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU4543	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU484	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU4992	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU5006	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU5099	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU5680	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6170	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6424	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6629	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6641	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6665	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6702	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6932	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6971	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6988	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU6998	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU7088	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU7157	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU7444	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU747	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU762	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU7700	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU8014	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU8268	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU8322	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU8324	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU8591	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU9213	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU9543	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU9957	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota
OTU1114	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR15
OTU2154	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR15
OTU5509	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR15
OTU7345	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR15
OTU11518	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR16
OTU11254	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU11280	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU1219	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU2204	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU4249	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU5107	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU6019	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
OTU6311	Archaea	Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	unclassified_Woesearchaeota	Woesearchaeota Incertae Sedis AR18
